REG,PREF,SPREF,DIST,SPREF4,DIST6,LANG_D,LANGLIB,DIST_D,LAT_D,LONG_D,ALT_D,NLIG_S,NOMS_STRUCTURES,STAT_S,TYPE_S,LITS,MEDECINS,INFIRMIERS,SAGEFEM,ATS,AUTRES,LAT_S,LONG_S,ALT_S
Kindia    5,Télimélé    55,1.0,4.0,5501.0,550104.0,2.0, ,7.0,11.11242,12.9141,1051.0,1.0,POSTE DE SANTE DE FELAH,1.0,2.0,,,,,1.0,1.0,11.14252,-12.98356,360.0
Kindia    5,Télimélé    55,1.0,6.0,5501.0,550106.0,2.0, ,12.0,11.046,12.97926,938.0,1.0,PS TELICO,1.0,2.0,,,,,1.0,1.0,11.05091,-12.97272,948.0
Kindia    5,Télimélé    55,1.0,5.0,5501.0,550105.0,2.0, ,5.0,11.04164,12.8929,980.0,1.0,PS DJISSOUMA,1.0,2.0,,,,,1.0,1.0,10.97789,-12.92782,297.0
Kindia    5,Télimélé    55,1.0,2.0,5501.0,550102.0,2.0, ,15.0,11.0755,12.96218,1011.0,1.0,PS NINGUETERE,1.0,2.0,,,,,1.0,1.0,11.11763,-13.02112,356.0
4.0,41.0,13.0,7.0,4113.0,411307.0,3.0, ,15.0,9.56206,9.76299,554.0,1.0,Poste de Santé de Totala,1.0,2.0,1.0,,2.0,1.0,,1.0,9.52728,-9.7101,514.0
4.0,41.0,13.0,9.0,4113.0,411309.0,3.0, ,30.0,9.79832,9.93668,484.0,1.0,Poste de Sante de Manicelia,1.0,2.0,3.0,,1.0,,1.0,2.0,9.79628,-9.93856,494.0
4.0,41.0,13.0,11.0,4113.0,411311.0,3.0, ,25.0,9.84635,9.71121,426.0,1.0,Poste de santé de Sansambaya,1.0,2.0,1.0,,,,1.0,2.0,9.84223,-9.71248,430.0
4.0,41.0,12.0,5.0,4112.0,411205.0,3.0, ,29.0,10.09219,9.29987,398.0,1.0,POSTE DE SANTE DE GBANANKOURA,1.0,2.0,5.0,,1.0,,1.0,2.0,10.09585,-9.29792,366.0
4.0,41.0,11.0,8.0,4111.0,411108.0,3.0, ,20.0,9.96574,8.70854,417.0,1.0,Poste de santé,1.0,2.0,3.0,,,,1.0,2.0,9.96404,-8.70759,411.0
4.0,41.0,11.0,7.0,4111.0,411107.0,3.0, ,17.0,10.22106,8.81902,412.0,1.0,Poste de sante Komah,1.0,2.0,3.0,,,,1.0,2.0,10.21972,-8.81901,417.0
4.0,41.0,11.0,3.0,4111.0,411103.0,3.0, ,8.0,10.13771,9.04204,450.0,1.0,Poste de santé,1.0,2.0,3.0,,,,2.0,3.0,10.13617,-9.03824,451.0
4.0,41.0,11.0,3.0,4111.0,411103.0,3.0, ,8.0,10.13771,9.04204,450.0,2.0,Poste de santé,1.0,2.0,2.0,,,,1.0,2.0,9.98548,-8.96327,424.0
4.0,41.0,10.0,1.0,4110.0,411001.0,3.0, ,15.0,9.81146,9.45829,464.0,1.0,Poste de santé de Bassando Iradou,1.0,2.0,2.0,,,,1.0,2.0,9.81418,-9.45863,455.0
4.0,41.0,7.0,4.0,4107.0,410704.0,3.0, ,40.0,10.30038,9.66533,382.0,1.0,Poste de sante Folon,1.0,2.0,3.0,,,,1.0,2.0,10.33074,-9.75151,383.0
4.0,41.0,7.0,2.0,4107.0,410702.0,3.0, ,,10.21424,9.47355,411.0,1.0,Poste de santé Koumban1,1.0,2.0,3.0,,,,1.0,,10.21203,-9.47146,410.0
4.0,41.0,7.0,5.0,4107.0,410705.0,3.0, ,15.0,10.29069,9.36436,379.0,1.0,Poste de santé Morigbèdou,1.0,2.0,4.0,,,,1.0,2.0,10.12475,-9.4451,394.0
4.0,41.0,6.0,6.0,4106.0,410606.0,3.0, ,,10.43423,9.25063,347.0,1.0,Poste de santé Foussen,1.0,2.0,3.0,,,,,,10.43288,-9.25186,348.0
4.0,41.0,6.0,10.0,4106.0,410610.0,3.0, ,,10.54724,9.48119,401.0,1.0,Poste de sante Sofonko,1.0,2.0,3.0,,,,2.0,2.0,10.5468,-9.48226,408.0
4.0,41.0,6.0,12.0,4106.0,410612.0,3.0, ,,10.57195,9.5161,395.0,1.0,Poste de sante Tenkelen,1.0,2.0,2.0,,,,1.0,2.0,10.57308,-9.51468,401.0
4.0,41.0,6.0,11.0,4106.0,410611.0,3.0, ,,10.51084,9.31734,388.0,1.0,Poste de sante Soumankoi,1.0,2.0,4.0,,,,2.0,3.0,10.51189,-9.31804,379.0
4.0,41.0,6.0,2.0,4106.0,410602.0,3.0, ,,10.57844,9.23348,367.0,1.0,Poste de santé Bankalan,1.0,2.0,4.0,,,,2.0,3.0,10.57832,-9.23424,348.0
4.0,41.0,6.0,3.0,4106.0,410603.0,3.0, ,,10.47398,9.23403,372.0,1.0,Poste de santé Diankana,1.0,2.0,2.0,,,,,,10.47194,-9.23582,372.0
4.0,41.0,4.0,2.0,4104.0,410402.0,3.0, ,30.0,10.46514,9.45409,423.0,1.0,Poste de santé de Dalabani gare,1.0,2.0,1.0,,1.0,,1.0,,10.46427,-9.43818,402.0
4.0,41.0,4.0,3.0,4104.0,410403.0,3.0, ,22.0,10.39105,9.38353,398.0,1.0,Poste de santé de Fadou,1.0,2.0,2.0,,1.0,,1.0,,10.38886,-9.38204,401.0
4.0,41.0,4.0,7.0,4104.0,410407.0,3.0, ,5.0,10.33655,9.58771,405.0,1.0,Poste de santé de Sanana,1.0,2.0,,,,,,,10.3365,-9.58927,404.0
4.0,41.0,4.0,8.0,4104.0,410408.0,3.0, ,9.0,10.455,9.56692,415.0,1.0,Poste de santé de Takoura,1.0,2.0,1.0,,1.0,,1.0,,10.45885,-9.56653,409.0
4.0,41.0,3.0,7.0,4103.0,410307.0,3.0, ,20.0,9.87226,8.65113,424.0,1.0,POSTE DE SANTE  SALASSILA,1.0,2.0,3.0,,,1.0,1.0,1.0,9.87171,-8.65149,422.0
4.0,41.0,3.0,2.0,4103.0,410302.0,2.0, ,50.0,9.927,8.16761,412.0,1.0,POSTE DE SANTE KALAFILILA,1.0,2.0,1.0,,1.0,,,2.0,9.92558,-8.16715,415.0
4.0,41.0,3.0,3.0,4103.0,410303.0,3.0, ,20.0,9.80903,8.33547,419.0,1.0,POSTE DE SANTE KODIANA,1.0,2.0,3.0,,,,1.0,3.0,9.80795,-8.33522,426.0
4.0,41.0,3.0,6.0,4103.0,410306.0,3.0, ,60.0,9.96419,8.34307,394.0,1.0,POSTE DE SANTE DE MANIANKO,1.0,2.0,,,3.0,2.0,,1.0,9.96618,-8.34281,403.0
4.0,41.0,2.0,1.0,4102.0,410201.0,3.0, ,7.0,10.71535,9.24361,370.0,1.0,Poste de santé Bakonko Cissèla,1.0,2.0,5.0,,,,2.0,3.0,10.71451,-9.24326,368.0
4.0,41.0,2.0,12.0,4102.0,410212.0,3.0, ,40.0,10.66049,9.43195,372.0,1.0,Poste de santé Moussaya,1.0,2.0,5.0,,,,1.0,2.0,10.65917,-9.42993,374.0
4.0,41.0,2.0,5.0,4102.0,410205.0,3.0, ,10.0,10.96251,9.18901,328.0,1.0,Poste de santé Dalaba,1.0,2.0,3.0,,,,1.0,3.0,10.95846,-9.19707,363.0
4.0,41.0,2.0,8.0,4102.0,410208.0,3.0, ,15.0,10.85292,9.21565,365.0,1.0,Poste de santé Forécariah,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,10.8526,-9.21621,366.0
4.0,41.0,2.0,6.0,4102.0,410206.0,3.0, ,30.0,11.05562,9.23342,353.0,1.0,Poste de santé Djélibakoro,1.0,2.0,30.0,,1.0,,2.0,2.0,11.05252,-9.2348,357.0
4.0,41.0,2.0,4.0,4102.0,410204.0,3.0, ,6.0,10.7444,9.21088,361.0,1.0,Poste de santé Soila,1.0,2.0,5.0,,1.0,,1.0,2.0,10.74509,-9.21243,360.0
4.0,41.0,1.0,2.0,4101.0,410102.0,3.0, ,19.0,10.49313,9.19671,381.0,1.0,Poste de santé de Dianssoumana,1.0,2.0,2.0,,,,2.0,2.0,10.49193,-9.1952,373.0
4.0,41.0,1.0,3.0,4101.0,410103.0,3.0, ,55.0,10.73897,9.19397,370.0,1.0,Poste de santé Gbenso,1.0,2.0,5.0,,1.0,2.0,1.0,,10.73564,-9.19433,347.0
4.0,42.0,8.0,4.0,4208.0,420804.0,3.0, ,133.0,8.9242,9.58191,733.0,1.0,Poste de sante de Falankowarou,1.0,2.0,2.0,,1.0,,,1.0,8.92706,-9.58624,736.0
4.0,42.0,8.0,7.0,4208.0,420807.0,3.0, ,20.0,9.34102,9.58832,589.0,1.0,Poste de sante de Maka feredou centre,1.0,2.0,,,,,,,9.33707,-9.5877,590.0
4.0,42.0,8.0,10.0,4208.0,420810.0,3.0, ,99.0,9.03673,9.51398,815.0,1.0,Poste de sante de Soulkoudou,1.0,2.0,,,1.0,,,3.0,9.036,-9.51233,815.0
4.0,42.0,7.0,1.0,4207.0,420701.0,3.0, ,25.0,8.82734,9.31657,834.0,1.0,Poste de santé de Bouro,1.0,2.0,4.0,,,,1.0,,8.82986,-9.31468,834.0
4.0,42.0,6.0,5.0,4206.0,420605.0,3.0, ,20.0,9.22924,8.82817,648.0,1.0,Poste de Santé de Kissidou,1.0,2.0,1.0,,1.0,,1.0,4.0,9.23023,-8.82535,643.0
4.0,42.0,6.0,2.0,4206.0,420602.0,3.0, ,30.0,9.25751,8.7076,615.0,1.0,Poste de santé de Köökö,1.0,2.0,4.0,,1.0,,,,9.25373,-8.70944,618.0
4.0,42.0,4.0,3.0,4204.0,420403.0,3.0, ,12.0,9.72631,9.07295,513.0,1.0,Poste de santé de Fabala,1.0,2.0,3.0,,,,1.0,3.0,9.72893,-9.07277,510.0
4.0,42.0,4.0,6.0,4204.0,420406.0,3.0, ,17.0,9.76986,9.06569,512.0,1.0,poste de santé de farabana,1.0,2.0,,,,,,,9.87257,-9.1278,479.0
4.0,42.0,3.0,2.0,4203.0,420302.0,3.0, ,75.0,9.40874,9.27667,532.0,1.0,Poste de sante de Yraya,1.0,2.0,3.0,,2.0,,,3.0,9.40644,-9.27734,509.0
4.0,42.0,2.0,1.0,4202.0,420201.0,3.0, ,24.0,9.14001,8.7664,598.0,1.0,Poste de sante Balagbedou,1.0,2.0,,,,,1.0,2.0,9.13868,-8.76445,594.0
4.0,42.0,2.0,8.0,4202.0,420208.0,3.0, ,12.0,9.09737,8.81343,690.0,1.0,Poste de sante Sanankoroni,1.0,2.0,,,,,1.0,2.0,9.09212,-8.81595,685.0
4.0,42.0,1.0,10.0,4201.0,420110.0,3.0, ,12.0,9.24731,9.35134,700.0,3.0,Poste de sante Integre de Gbenko,1.0,2.0,,,1.0,2.0,,1.0,9.22474,-9.29981,698.0
4.0,43.0,12.0,3.0,4312.0,431203.0,3.0, ,20.0,10.71991,10.02689,420.0,1.0,Poste de Santé Moussaya,1.0,2.0,,,,,1.0,,10.71951,-10.01898,411.0
4.0,43.0,12.0,4.0,4312.0,431204.0,3.0, ,15.0,10.77744,10.3136,409.0,1.0,Poste de Santé Sanasiaya,1.0,2.0,,,,2.0,1.0,,10.7795,-10.31263,401.0
4.0,43.0,12.0,7.0,4312.0,431207.0,3.0, ,20.0,10.77369,10.39458,402.0,1.0,Poste de Saraya,1.0,2.0,1.0,,,,1.0,3.0,10.77366,-10.39608,409.0
4.0,43.0,11.0,1.0,4311.0,431101.0,3.0, ,12.0,10.589,9.96418,375.0,1.0,Poste de Santé Diaragbèla,1.0,2.0,1.0,,,,1.0,8.0,10.58967,-9.96347,
4.0,43.0,11.0,3.0,4311.0,431103.0,3.0, ,,10.65894,9.88287,369.0,1.0,Poste de Santé Kouroussa Kouda,1.0,2.0,2.0,,,,3.0,2.0,10.6563,-9.88153,382.0
4.0,43.0,10.0,2.0,4310.0,431002.0,3.0, ,25.0,10.84108,9.7173,396.0,1.0,Poste de Santé Fadou Centre,1.0,2.0,4.0,,,,1.0,2.0,10.83962,-9.71409,408.0
4.0,43.0,9.0,2.0,4309.0,430902.0,3.0, ,,11.044,10.40112,397.0,1.0,Poste de Santé Komola koura Centre,1.0,2.0,2.0,,,,4.0,,11.04741,-10.40007,392.0
4.0,43.0,8.0,1.0,4308.0,430801.0,3.0, ,17.0,10.24682,9.71756,382.0,1.0,Poste de sante,1.0,2.0,5.0,,,,1.0,,10.24425,-9.71566,382.0
4.0,43.0,8.0,2.0,4308.0,430802.0,3.0, ,7.0,10.47127,9.7731,376.0,1.0,Poste de sante Ballam,1.0,2.0,4.0,,,,1.0,10.0,10.47148,-9.77613,379.0
4.0,43.0,7.0,3.0,4307.0,430703.0,3.0, ,30.0,10.93218,9.72606,391.0,1.0,Poste de Santé de Hèrèmakonon,1.0,2.0,2.0,,,,1.0,3.0,10.92892,-9.72599,391.0
4.0,43.0,7.0,8.0,4307.0,430708.0,3.0, ,4.0,10.84776,9.47035,359.0,1.0,Poste de santé Yarokoudo,1.0,2.0,2.0,,,,2.0,1.0,10.8463,-9.46803,359.0
4.0,43.0,6.0,7.0,4306.0,430607.0,3.0, ,15.0,9.84133,10.23827,506.0,1.0,Poste de centre,1.0,2.0,4.0,,,,2.0,2.0,9.84238,-10.23793,495.0
4.0,43.0,6.0,3.0,4306.0,430603.0,3.0, ,25.0,9.6366,10.31032,504.0,1.0,Poste de Santé Flowaro,1.0,2.0,,,,,1.0,2.0,9.6359,-10.31188,503.0
4.0,43.0,6.0,3.0,4306.0,430603.0,3.0, ,25.0,9.6366,10.31032,504.0,2.0,Poste de Santé Karako,1.0,2.0,3.0,,,,1.0,6.0,9.57611,-10.41508,513.0
4.0,43.0,6.0,5.0,4306.0,430605.0,3.0, ,12.0,9.79846,10.08439,474.0,1.0,Poste de Santé,1.0,2.0,2.0,,,,1.0,3.0,9.79852,-10.0859,469.0
4.0,43.0,5.0,2.0,4305.0,430502.0,3.0, ,15.0,10.99656,10.52796,402.0,1.0,POSTE DE SANTE FADOUSABA,1.0,2.0,,,,,1.0,,10.99326,-10.52825,392.0
4.0,43.0,5.0,5.0,4305.0,430505.0,3.0, ,13.0,10.7709,10.6945,455.0,1.0,POSTE SANTE KANKAYA,1.0,2.0,1.0,,,,1.0,,10.77108,-10.69149,462.0
4.0,43.0,5.0,6.0,4305.0,430506.0,3.0, ,18.0,10.92234,10.74783,461.0,1.0,POSTE DE SANTE,1.0,2.0,4.0,,,,1.0,,10.92093,-10.74598,460.0
4.0,43.0,5.0,7.0,4305.0,430507.0,3.0, ,20.0,10.9841,10.67209,397.0,1.0,POSTE DE SANTE LOROMBO,1.0,2.0,5.0,,,,1.0,,10.98103,-10.66662,415.0
4.0,43.0,5.0,8.0,4305.0,430508.0,3.0, ,30.0,10.87698,10.49643,415.0,1.0,POSTE DE SANTE NONO,1.0,2.0,,,,,1.0,,10.87662,-10.50133,408.0
4.0,43.0,5.0,9.0,4305.0,430509.0,3.0, ,10.0,10.7448,10.63961,425.0,1.0,POSTE DE SANTE,1.0,2.0,1.0,,,,1.0,,10.74837,-10.63645,435.0
4.0,43.0,4.0,2.0,4304.0,430402.0,3.0, ,14.0,10.51564,9.60902,412.0,1.0,Poste de santé Soronkony,1.0,2.0,3.0,,,,2.0,5.0,10.53928,-9.61525,407.0
4.0,43.0,4.0,3.0,4304.0,430403.0,3.0, ,12.0,10.48548,9.70347,410.0,1.0,Poste de Morignoumala,1.0,2.0,,,,,2.0,2.0,10.48616,-9.70147,413.0
4.0,43.0,3.0,2.0,4303.0,430302.0,3.0, ,30.0,9.94251,10.26219,473.0,1.0,Poste de Santé konsérèya,1.0,2.0,2.0,,,,6.0,1.0,9.94365,-10.26098,475.0
4.0,43.0,3.0,5.0,4303.0,430305.0,3.0, ,13.0,10.04567,10.17358,438.0,1.0,Poste de Santé Landi,1.0,2.0,2.0,,,,1.0,2.0,10.04623,-10.17391,423.0
4.0,43.0,3.0,7.0,4303.0,430307.0,3.0, ,27.0,10.31365,10.01335,420.0,1.0,Poste de Santé Nafadji,1.0,2.0,4.0,,,,1.0,5.0,10.31,-10.01349,422.0
4.0,43.0,3.0,9.0,4303.0,430309.0,3.0, ,30.0,10.40244,9.9643,437.0,1.0,Poste de Santé de Wassaya,1.0,2.0,,,,,,,10.40218,-9.96488,431.0
4.0,43.0,2.0,4.0,4302.0,430204.0,3.0, ,,10.68833,9.56357,364.0,1.0,Poste de Sante Kourala,1.0,2.0,2.0,,,,1.0,4.0,10.68838,-9.56817,361.0
4.0,43.0,1.0,1.0,4301.0,430101.0,3.0, ,,10.65413,9.68408,364.0,1.0,Poste de Santé Fadama,1.0,2.0,3.0,,,,2.0,2.0,10.61852,-9.68618,378.0
4.0,43.0,1.0,3.0,4301.0,430103.0,3.0, ,21.0,10.66266,9.78836,367.0,1.0,Poste de Santé Sangbarala,1.0,2.0,30.0,,,,2.0,4.0,10.66203,-9.79116,374.0
4.0,44.0,11.0,7.0,4411.0,441107.0,3.0, ,,10.27601,8.32922,438.0,1.0,CENTRE DE SANTE DE SALADOU,1.0,2.0,,,,,2.0,4.0,10.27508,-8.32943,443.0
4.0,44.0,11.0,5.0,4411.0,441105.0,3.0, ,45.0,10.12444,8.03798,432.0,1.0,POSTE DE SANTE DE NOUMOUDJILA,1.0,2.0,4.0,,,,1.0,1.0,10.12778,-8.03662,436.0
4.0,44.0,11.0,1.0,4411.0,441101.0,3.0, ,20.0,10.27321,8.14114,396.0,1.0,POSTE DE SANTE DE BOUGOULA,1.0,2.0,,,,,1.0,1.0,10.27276,-8.13956,389.0
4.0,44.0,11.0,8.0,4411.0,441108.0,3.0, ,8.0,10.27502,8.32854,425.0,1.0,POSTE DE SANTE DE TINDILA,1.0,2.0,,,,,1.0,1.0,10.26326,-8.24439,
4.0,44.0,10.0,4.0,4410.0,441004.0,3.0, ,35.0,10.81353,8.51823,409.0,1.0,poste de sante de gbonko,1.0,2.0,3.0,,,,2.0,3.0,10.8123,-8.51608,409.0
4.0,44.0,10.0,3.0,4410.0,441003.0,3.0, ,7.0,10.90233,8.35568,396.0,1.0,poste de sante de djelimala,1.0,2.0,,,,,1.0,2.0,10.90389,-8.35442,391.0
4.0,44.0,10.0,2.0,4410.0,441002.0,3.0, ,9.0,10.90501,8.38595,401.0,1.0,poste de sante de dandela,1.0,2.0,1.0,,,,2.0,2.0,10.90232,-8.39045,401.0
4.0,44.0,9.0,4.0,4409.0,440904.0,3.0, ,5.0,10.8571,8.70906,364.0,1.0,POSTE DE SANTE FARABAKOURA,1.0,2.0,1.0,,1.0,2.0,,,10.85932,-8.70604,370.0
4.0,44.0,9.0,7.0,4409.0,440907.0,3.0, ,25.0,10.98336,8.68134,356.0,1.0,POSTE DE SANTE LIMBANA,1.0,2.0,3.0,,1.0,,1.0,1.0,10.9832,-8.68502,364.0
4.0,44.0,9.0,10.0,4409.0,440910.0,3.0, ,17.0,10.74788,8.76625,392.0,1.0,POSTE DE SANTE MISSIMAN,1.0,2.0,1.0,,,,2.0,5.0,10.7474,-8.76827,401.0
4.0,44.0,9.0,13.0,4409.0,440913.0,3.0, ,9.0,10.79604,8.74789,393.0,1.0,POSTE DE SANTE NAFADJELEN,1.0,2.0,1.0,,,,1.0,3.0,10.79493,-8.7476,395.0
4.0,44.0,9.0,1.0,4409.0,440901.0,3.0, ,16.0,10.9089,8.63846,371.0,1.0,POSTE DE SANTE BALANDOU,1.0,2.0,2.0,,1.0,3.0,,,10.90933,-8.63654,368.0
4.0,44.0,8.0,2.0,4408.0,440802.0,3.0, ,25.0,10.55536,8.89404,398.0,1.0,POSTE DE SANTE KODIARAN,1.0,2.0,5.0,1.0,1.0,,,1.0,10.55748,-8.89686,412.0
4.0,44.0,7.0,9.0,4407.0,440709.0,3.0, ,14.0,11.19288,8.57068,355.0,1.0,POSTE DE SANTE KAMA,1.0,2.0,1.0,,1.0,,1.0,1.0,11.19223,-8.57401,370.0
4.0,44.0,7.0,4.0,4407.0,440704.0,3.0, ,12.0,11.32707,8.71367,362.0,1.0,POSTE DE SANTE DE DJLINGBE,1.0,2.0,1.0,,,,1.0,4.0,11.32596,-8.71412,372.0
4.0,44.0,7.0,3.0,4407.0,440703.0,3.0, ,14.0,11.15163,8.75894,373.0,1.0,POSTE DE SANTE DE BANKOUMANA,1.0,2.0,1.0,,,,1.0,11.0,11.15224,-8.75579,378.0
4.0,44.0,6.0,7.0,4406.0,440607.0,3.0, ,16.0,10.77611,8.8592,375.0,1.0,POSTE DE SANTE LOILA,1.0,2.0,3.0,,,2.0,1.0,2.0,10.777,-8.86159,387.0
4.0,44.0,6.0,4.0,4406.0,440604.0,3.0, ,10.0,11.00933,8.88005,367.0,1.0,POSTE DE SANTE DE KANIFARA,1.0,2.0,2.0,,1.0,,,1.0,11.00828,-8.8813,373.0
4.0,44.0,6.0,2.0,4406.0,440602.0,3.0, ,5.0,10.85983,8.8719,376.0,1.0,POSTE DE SANTE IEANINDOUN,1.0,2.0,3.0,,1.0,,,1.0,10.85681,-8.87074,388.0
4.0,44.0,5.0,3.0,4405.0,440503.0,3.0, ,15.0,11.20317,8.78515,339.0,1.0,poste de sante karakany,1.0,2.0,10.0,,,,1.0,1.0,11.19584,-8.78927,363.0
4.0,44.0,5.0,6.0,4405.0,440506.0,3.0, ,18.0,11.08989,8.96373,398.0,1.0,poste de sante de kodiamba,1.0,2.0,10.0,,,,1.0,2.0,11.09004,-8.9662,350.0
4.0,44.0,5.0,5.0,4405.0,440505.0,3.0, ,25.0,11.22423,8.9737,382.0,1.0,poste de sante kinieran koura,1.0,2.0,5.0,,1.0,,1.0,,11.22447,-8.9787,392.0
4.0,44.0,5.0,8.0,4405.0,440508.0,3.0, ,28.0,11.24796,8.89867,378.0,1.0,poste de sante kodiaranida,1.0,2.0,9.0,,1.0,,1.0,3.0,11.24653,-8.90134,392.0
4.0,44.0,5.0,1.0,4405.0,440501.0,3.0, ,18.0,11.189,8.91489,379.0,1.0,poste de sante barakoro,1.0,2.0,3.0,,1.0,,1.0,,11.18646,-8.91661,378.0
4.0,44.0,4.0,3.0,4404.0,440403.0,3.0, ,8.0,10.45778,8.61718,378.0,1.0,POSTE DE SANTE ORIALEN,1.0,2.0,2.0,,,,1.0,2.0,10.45635,-8.61831,382.0
4.0,44.0,4.0,4.0,4404.0,440404.0,3.0, ,9.0,10.5572,8.64205,377.0,1.0,POSTE DE SANTE SOKOURABA,1.0,2.0,1.0,,,,1.0,2.0,10.55755,-8.64577,382.0
4.0,44.0,4.0,2.0,4404.0,440402.0,3.0, ,20.0,10.32258,8.79237,412.0,1.0,POSTE DE SANTE DE MOUSSADOU,1.0,2.0,2.0,,1.0,,,,10.3223,-8.79057,409.0
4.0,44.0,4.0,2.0,4404.0,440402.0,3.0, ,20.0,10.32258,8.79237,412.0,2.0,POSTE DE SANTE DEBIDIANA,1.0,2.0,2.0,,,,1.0,,10.37851,-8.73178,407.0
4.0,44.0,3.0,1.0,4403.0,440301.0,3.0, ,28.0,10.64364,8.52144,395.0,1.0,POSTE DE SANTE DE DIARAKOURA,1.0,2.0,1.0,,,,1.0,1.0,10.6418,-8.5205,406.0
4.0,44.0,3.0,2.0,4403.0,440302.0,3.0, ,9.0,10.73903,8.62941,383.0,1.0,POSTE DE SANTE FALAMA,1.0,2.0,2.0,,,,1.0,2.0,10.73779,-8.63078,389.0
4.0,44.0,3.0,4.0,4403.0,440304.0,3.0, ,21.0,10.83218,8.60164,383.0,1.0,POSTE DE SANTE KANGBELA,1.0,2.0,1.0,,,,1.0,2.0,10.83232,-8.59778,386.0
4.0,44.0,3.0,7.0,4403.0,440307.0,3.0, ,32.0,10.62631,8.48964,391.0,1.0,POSTE DE SANTE MALIKILA,1.0,2.0,1.0,,,,1.0,,10.64426,-8.3584,423.0
4.0,44.0,3.0,8.0,4403.0,440308.0,3.0, ,16.0,10.65681,8.83786,390.0,1.0,POSTE DE SANTE DE MARENA,1.0,2.0,1.0,,1.0,,1.0,1.0,10.65673,-8.83898,389.0
4.0,44.0,3.0,9.0,4403.0,440309.0,3.0, ,3.0,10.69538,8.67364,377.0,1.0,POSTE DE SANTE SOUNTOUDIANA,1.0,2.0,4.0,,2.0,1.0,,,10.69262,-8.67244,383.0
4.0,44.0,2.0,10.0,4402.0,440210.0,3.0, ,18.0,11.28514,8.88594,385.0,1.0,POSTE DE SANTE KONKOYE,1.0,2.0,8.0,,1.0,,1.0,2.0,11.28446,-8.88751,390.0
4.0,44.0,2.0,9.0,4402.0,440209.0,3.0, ,25.0,11.58096,8.74762,352.0,1.0,POSTE DE SANTE KANTEDOU BALADOU II,1.0,2.0,2.0,,,,1.0,1.0,11.58161,-8.75083,330.0
4.0,44.0,2.0,5.0,4402.0,440205.0,3.0, ,7.0,11.411,8.96937,342.0,1.0,POSTE DE SANTE FARABA,1.0,2.0,6.0,,,,1.0,2.0,11.40909,-8.97216,343.0
4.0,44.0,2.0,3.0,4402.0,440203.0,3.0, ,22.0,11.29172,8.92606,375.0,1.0,POSTE DE SANTE BANANFARA,1.0,2.0,8.0,,1.0,,,2.0,11.2932,-8.9275,364.0
4.0,44.0,1.0,9.0,4401.0,440109.0,3.0, ,25.0,11.24769,8.49631,351.0,1.0,POSTE DE SANTE SIDIKILA,1.0,2.0,3.0,,,,1.0,1.0,11.24175,-8.49027,352.0
4.0,44.0,1.0,5.0,4401.0,440105.0,3.0, ,25.0,11.31817,8.59243,357.0,1.0,POSTE DE SANTE DE KINIENKOURA I CENTRE,1.0,2.0,3.0,,,,1.0,,11.31637,-8.59333,377.0
4.0,44.0,1.0,11.0,4401.0,440111.0,3.0, ,20.0,11.44112,8.55042,360.0,1.0,POSTE DE SANTE DE WOLOLA,1.0,2.0,3.0,,,,1.0,,11.44135,-8.55087,358.0
4.0,44.0,1.0,2.0,4401.0,440102.0,3.0, ,,11.32694,8.4131,366.0,1.0,CENTRE DE SANTE BALANDOUGOUBA,1.0,2.0,2.0,,,,2.0,5.0,11.32439,-8.41535,366.0
4.0,44.0,1.0,7.0,4401.0,440107.0,3.0, ,15.0,11.37732,8.38834,354.0,1.0,POSTE DE SANTE NIANI,1.0,2.0,2.0,,,,1.0,2.0,11.3804,-8.3876,361.0
4.0,44.0,12.0,4.0,4412.0,441204.0,3.0, ,15.0,11.15389,9.10817,362.0,1.0,POSTE DE SANTE KONOMAKORO,1.0,2.0,6.0,,,,1.0,2.0,11.15725,-9.1083,359.0
4.0,44.0,12.0,1.0,4412.0,441201.0,3.0, ,15.0,11.00772,9.16953,356.0,1.0,POSTE DE SANTE KANDAN,1.0,2.0,2.0,,1.0,,1.0,,11.00493,-9.16687,358.0
4.0,45.0,13.0,6.0,4513.0,451306.0,3.0, ,21.0,11.96226,9.92294,433.0,1.0,Poste de santé Kakama,1.0,2.0,3.0,,,,1.0,4.0,11.96173,-9.92488,414.0
4.0,45.0,13.0,5.0,4513.0,451305.0,3.0, ,44.0,11.62171,10.21722,429.0,1.0,Poste de santé Diguilin,1.0,2.0,3.0,,,,2.0,3.0,11.62034,-10.21904,432.0
4.0,45.0,13.0,11.0,4513.0,451311.0,3.0, ,19.0,11.98659,10.16239,575.0,1.0,Poste de santé Netemafara,1.0,2.0,3.0,,,,2.0,1.0,11.98663,-10.15877,564.0
4.0,45.0,13.0,14.0,4513.0,451314.0,3.0, ,,11.83012,10.0417,513.0,2.0,Poste de santé de Amina,1.0,2.0,3.0,,,,2.0,2.0,11.71783,-10.05545,407.0
4.0,45.0,12.0,20.0,4512.0,451220.0,3.0, ,26.0,11.40988,9.03487,346.0,1.0,POSTE DE SANTE SOUGOULA,1.0,2.0,4.0,,,,1.0,2.0,11.40978,-9.0361,348.0
4.0,45.0,12.0,21.0,4512.0,451221.0,3.0, ,7.0,11.36588,9.169,347.0,1.0,POSTE DE SANTE TIGUIBIRY,1.0,2.0,4.0,,,,1.0,2.0,11.36498,-9.17138,338.0
